OWNER,TABLE_NAME,FEATURE_DATATSET,DATASET_TYPE,NAME,CONTACT_PER,ABSTRACT,PURPOSE,USE_LIMIT,SEARCH_KEYS,MOD_DATE,ITEM_COUNT
GEOLOGY,Gloucester_Soils,Soils,Polygon,GEOLOGY.Gloucester_Soils,,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.",SSURGO depicts information about the kinds and distribution of soils on the landscape. The soil map and data used in the SSURGO product were prepared by soil scientists as part of the National Cooperative Soil Survey.,"The U.S. Department of Agriculture, Natural Resources Conservation Service, should be acknowledged as the data source in products derived from these data. This data set is not designed for use as a primary regulatory tool in permitting or citing decisions, but may be used as a reference source. This is public information and may be interpreted by organizations, agencies, units of government, or others based on needs; however, they are responsible for the appropriate application. Federal, State, or local regulatory bodies are not to reassign to the Natural Resources Conservation Service any authority for the decisions that they make. The Natural Resources Conservation Service will not perform any evaluations of these maps for purposes related solely to State or local regulatory programs. Photographic or digital enlargement of these maps to scales greater than at which they were originally mapped can cause misinterpretation of the data. If enlarged, maps do not show the small areas of contrasting soils that could have been shown at a larger scale. The depicted soil boundaries, interpretations, and analysis derived from them do not eliminate the need for onsite sampling, testing, and detailed study of specific sites for intensive uses. Thus, these data and their interpretations are intended for planning purposes only. Digital data files are periodically updated. Files are dated, and users are responsible for obtaining the latest version of the data.","soil survey, soils, Soil Survey Geographic, SSURGO",20150414,5831
GEOLOGY,Montgomery_Soils,Soils,Polygon,GEOLOGY.Montgomery_Soils,,"This data set is a digital soil survey and generally is the most detailed level of soil geographic data developed by the National Cooperative Soil Survey. The information was prepared by digitizing maps, by compiling information onto a planimetric correct base and digitizing, or by revising digitized maps using remotely sensed and other information. This data set consists of georeferenced digital map data and computerized attribute data. The map data are in a soil survey area extent format and include a detailed, field verified inventory of soils and miscellaneous areas that normally occur in a repeatable pattern on the landscape and that can be cartographically shown at the scale mapped. A special soil features layer (point and line features) is optional. This layer displays the location of features too small to delineate at the mapping scale, but they are large enough and contrasting enough to significantly influence use and management. The soil map units are linked to attributes in the National Soil Information System relational database, which gives the proportionate extent of the component soils and their properties.",SSURGO depicts information about the kinds and distribution of soils on the landscape. The soil map and data used in the SSURGO product were prepared by soil scientists as part of the National Cooperative Soil Survey.,"The U.S. Department of Agriculture, Natural Resources Conservation Service, should be acknowledged as the data source in products derived from these data. This data set is not designed for use as a primary regulatory tool in permitting or citing decisions, but may be used as a reference source. This is public information and may be interpreted by organizations, agencies, units of government, or others based on needs; however, they are responsible for the appropriate application. Federal, State, or local regulatory bodies are not to reassign to the Natural Resources Conservation Service any authority for the decisions that they make. The Natural Resources Conservation Service will not perform any evaluations of these maps for purposes related solely to State or local regulatory programs. Photographic or digital enlargement of these maps to scales greater than at which they were originally mapped can cause misinterpretation of the data. If enlarged, maps do not show the small areas of contrasting soils that could have been shown at a larger scale. The depicted soil boundaries, interpretations, and analysis derived from them do not eliminate the need for onsite sampling, testing, and detailed study of specific sites for intensive uses. Thus, these data and their interpretations are intended for planning purposes only. Digital data files are periodically updated. Files are dated, and users are responsible for obtaining the latest version of the data.","soil survey, soils, Soil Survey Geographic, SSURGO",20150414,19871
GEOLOGY,NJ_Aquifer_Bedrock,Groundwater,Polygon
GEOLOGY,NJ_Aquifer_Surficial,Groundwater,Polygon
GEOLOGY,National_Aquifer,Groundwater,Polygon,GEOLOGY.National_Aquifer,"Chief, Cartographic and Publications Program, Water Resources Division","USGS. This map layer contains the shallowest principal aquifers of the conterminous United States, Hawaii, Puerto Rico, and the U.S. Virgin Islands, portrayed as polygons. The map layer was developed as part of the effort to produce the maps published at 1:2,500,000 in the printed series ""Ground Water Atlas of the United States"". The published maps contain base and cultural features not included in these data. This is a replacement for the July 1998 map layer called Principal Aquifers of the 48 Conterminous United States.","These data are intended for use in publications, at a scale of 1:2,500,000 or smaller. Due to the small scale, the primary intended use is for regional and national data display and analysis, rather than specific local data analysis.",None. Acknowledgment of the Ground Water Atlas of the United States and (or) the National Atlas of the United States of America would be appreciated in products derived from these data.,"Geoscientific information, Aquifer, Groundwater, Hydrogeology, Geohydrology",20150414,4637
GEOLOGY,NJ_Pub_Comm_Wells,Groundwater,Point,GEOLOGY.NJ_Pub_Comm_Wells,William Mennel,The Public-Community Water-Supply (PCWS) Wells contains information for the wells in New Jersey that supply potable water to public communities. The NJDEP has cataloged and field located using the Global Positioning System (GPS) the PCWS wells as part of the Source Water Area delineation process. The data contained within is from the NJGS Wells Database.,To provide information for the wells in New Jersey that supply potable water to public communities,"New Jersey Department of Environmental Protection (NJDEP) Data Distribution Agreement I. Description of Data to be Provided. The data provided herein are distributed subject to the following conditions and restrictions: SUBJECT DATA LAYERS For all data contained herein, NJDEP makes no representations of any kind, including, but not limited to, the warranties of merchantability or fitness for a particular use, nor are any such warranties to be implied with respect to the digital data layers furnished hereunder. NJDEP assumes no responsibility to maintain them in any manner or form. II. Terms of Agreement 1.Digital data received from the NJDEP are to be used solely for internal purposes in the conduct of daily affairs. 2.The data are provided, as is, without warranty of any kind and the user is responsible for understanding the accuracy limitations of all digital data layers provided herein, as documented in the accompanying cross-reference files (see Section 1.14 CROSS-REFERENCE). Any reproduction or manipulation of the above data must ensure that the coordinate reference system remains intact. 3. Digital data received from the NJDEP may not be reproduced or redistributed for use by anyone without first obtaining written permission from the NJDEP. This clause is not intended to restrict distribution of printed mapped information produced from the digital data. 4. Any maps, publications, reports, or other documents produced as a result of this project that utilize NJDEP digital data will credit the NJDEP's Geographic Information System (GIS) as the source of the data with the following credit/disclaimer: ""This (map/publication/report) was developed using New Jersey Department of Environmental Protection Geographic Information System digital data, but this secondary product has not been verified by NJDEP and is not state-authorized."" 5. Users shall require any independent contractor, hired to undertake work that will utilize digital data obtained from the NJDEP, to agree not to use, reproduce, or redistribute NJDEP GIS data for any purpose other than the specified contractual work. All copies of NJDEP GIS data utilized by an independent contractor will be required to be returned to the original user at the close of such contractual work. Users hereby agree to abide by the use and reproduction conditions specified above and agree to hold any independent contractor to the same terms. By using data provided herein, the user acknowledges that terms and conditions have been read and that the user is bound by these criteria.","wells, groundwater, public community supply, public community supply wells, NJDEP, environment",20150414,2488
GEOLOGY,NJ_Pub_NonComm_Wells,Groundwater,Point,GEOLOGY.NJ_Pub_NonComm_Wells,Ted Pallis,"A Public Non-Community Water Supply well is a public water supply well used by individuals other than year-round residents for at least sixty days of the year. A Public Non-Community Water Supply well can be either transient or nontransient. A nontransient non-community water supply well serves at least twenty-five of the same people over a period of six months during the year, such as schools, factories, and office buildings. A transient non-community water supply well is a well that serves year-round for at least sixty days of the year, but does not serve the same individuals during that time period. Transient non-community water supply wells include rest stop areas, restaurants, and motels. The Public Non-Community Water Supply wells (PNCWS) locations shapefile includes the shapefile along with the associated database file and metadata. The NJDEP Bureau of Safe Drinking Water and New Jersey Geological Survey have cataloged and field located, using the Global Positioning System (GPS), the PNCWS wells as part of the Source Water Area delineation process. Downloaded from NJGS website July 2004",To locate all Public Non-Community Water Supply wells in New Jersey.,"New Jersey Department of Environmental Protection (NJDEP) Data Distribution Agreement I. Description of Data to be Provided. The data provided herein are distributed subject to the following conditions and restrictions: SUBJECT DATA LAYERS For all data contained herein, NJDEP makes no representations of any kind, including, but not limited to, the warranties of merchantability or fitness for a particular use, nor are any such warranties to be implied with respect to the digital data layers furnished hereunder. NJDEP assumes no responsibility to maintain them in any manner or form. II. Terms of Agreement 1.Digital data received from the NJDEP are to be used solely for internal purposes in the conduct of daily affairs. 2.The data are provided, as is, without warranty of any kind and the user is responsible for understanding the accuracy limitations of all digital data layers provided herein, as documented in the accompanying cross-reference files (see Section 1.14 CROSS-REFERENCE). Any reproduction or manipulation of the above data must ensure that the coordinate reference system remains intact. 3. Digital data received from the NJDEP may not be reproduced or redistributed for use by anyone without first obtaining written permission from the NJDEP. This clause is not intended to restrict distribution of printed mapped information produced from the digital data. 4. Any maps, publications, reports, or other documents produced as a result of this project that utilize NJDEP digital data will credit the NJDEP's Geographic Information System (GIS) as the source of the data with the following credit/disclaimer: ""This (map/publication/report) was developed using New Jersey Department of Environmental Protection Geographic Information System digital data, but this secondary product has not been verified by NJDEP and is not state-authorized."" 5. Users shall require any independent contractor, hired to undertake work that will utilize digital data obtained from the NJDEP, to agree not to use, reproduce, or redistribute NJDEP GIS data for any purpose other than the specified contractual work. All copies of NJDEP GIS data utilized by an independent contractor will be required to be returned to the original user at the close of such contractual work. Users hereby agree to abide by the use and reproduction conditions specified above and agree to hold any independent contractor to the same terms. By using data provided herein, the user acknowledges that terms and conditions have been read and that the user is bound by these criteria.","Wells, Drinking water, Ground water",20150414,3481
﻿HYDROGRAPHY,DFIRM_PA_Montgomery,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Montgomery County, Pennsylvania",,"*** Montgomery County DFIRM Effective Date: 10/19/2001 ***This shapefile is based on the original Montgomery County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,3037
HYDROGRAPHY,DFIRM_PA_Chester,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Chester County, Pennsylvania",,"*** Chester County DFIRM Effective Date: 9/29/2006 ***This shapefile is based on the original Chester County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,4563
HYDROGRAPHY,DFIRM_NJ_Gloucester,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Gloucester County, New Jersey",,"*** Gloucester County DFIRM Effective Date: 1/20/2010 ***This shapefile is based on the original Gloucester County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The file is georeferenced to earth's surface using the State Plane projection and coordinate system. The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,3331
HYDROGRAPHY,DFIRM_NJ_Camden,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones  - Camden County, New Jersey",,"*** Camden County DFIRM Effective Date: 6/16/2009 ***This shapefile is based on the original Camden County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The file is georeferenced to earth's surface using the State Plane projection and coordinate system.The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20081017,923
HYDROGRAPHY,DFIRM_PA_Bucks,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Bucks County, Pennsylvania",,"*** Bucks County DFIRM Effective Date: 4/2/2002 ***This shapefile is based on the original Bucks County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,2679
HYDROGRAPHY,DFIRM_PA_Philadelphia,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Philadelphia County, Pennsylvania",,"*** Philadelphia County DFIRM Effective Date: 1/17/2007 ***This shapefile is based on the original Philadelphia County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,890
HYDROGRAPHY,DFIRM_PA_Delaware,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Delaware County, Pennsylvania",,"*** Delaware County DFIRM Effective Date: 11/18/2009 ***This shapefile is based on the original Delaware County Flood Hazard Zones shapefile (s_fld_haz_ar.shp) that was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,2209
HYDROGRAPHY,DFIRM_NJ_Monmouth,Floodplains,Polygon,"FEMA DFIRM Flood Hazard Zones - Monmouth County, New Jersey",,"*** Monmouth County DFIRM Effective Date: 9/25/09 ***This shapefile was downloaded from the FEMA Map Service Center's Express Document Delivery (EDDie) webpage in Feb 2014. EDDie is an online facility provided by the Map Service Center for use by federal, state, and local government employees and FEMA contractors.Aside from being re-named and re-projected, an attribute field (ZONE_DESC) has been added to aid in symbolizing the 100 and 500-year flood hazard zones.The Digital Flood Insurance Rate Map (DFIRM) Database depicts flood risk information and supporting data used to develop the risk data. The primary risk classifications used are the 1-percent-annual-chance flood event, the 0.2-percent-annual-chance flood event, and areas of minimal flood risk. The DFIRM Database is derived from Flood Insurance Studies (FISs), previously published Flood Insurance Rate Maps (FIRMs), flood hazard analyses performed in support of the FISs and FIRMs, and new mapping data, where available. The FISs and FIRMs are published by the Federal Emergency Management Agency (FEMA). The specifications for the horizontal control of DFIRM data files are consistent with those required for mapping at a scale of 1:12,000.","The FIRM is the basis for floodplain management, mitigation, and insurance activities for the National Flood Insurance Program (NFIP). Insurance applications include enforcement of the mandatory purchase requirement of the Flood Disaster Protection Act, which ""... requires the purchase of flood insurance by property owners who are being assisted by Federal programs or by Federally supervised, regulated or insured agencies or institutions in the acquisition or improvement of land facilities located or to be located in identified areas having special flood hazards,"" Section 2 (b) (4) of the Flood Disaster Protection Act of 1973. In addition to the identification of Special Flood Hazard Areas (SFHAs), the risk zones shown on the FIRMs are the basis for the establishment of premium rates for flood coverage offered through the NFIP. The DFIRM Database presents the flood risk information depicted on the FIRM in a digital format suitable for use in electronic mapping applications. The DFIRM database is a subset of the Digital FIS database that serves to archive the information collected during the FIS.","The hardcopy FIRM and DFIRM and the accompanying FISs are the official designation of SFHAs and Base Flood Elevations (BFEs) for the NFIP. For the purposes of the NFIP, changes to the flood risk information published by FEMA may only be performed by FEMA and through the mechanisms established in the NFIP regulations (44 CFR Parts 59-78). These digital data are produced in conjunction with the hardcopy FIRMs and generally matches the hardcopy map exactly. However the hardcopy flood maps and flood profiles are the authoritative documents for the NFIP. Acknowledgement of FEMA would be appreciated in products derived from these data.",,20150414,5047
